,Unnamed: 0,Unnamed: 0.1,TargetWord,Prime,Unrelated,w2v_small_SIM_rel,w2v_small_SIM_un,w2v_uk1_SIM_rel,w2v_uk1_SIM_un,w2v_big_SIM_rel,w2v_big_SIM_un,w2v_ukfull_SIM_rel,w2v_ukfull_SIM_un,gloveWG100_SIM_rel,gloveWG100_SIM_un,gloveTW100_SIM_rel,gloveTW100_SIM_un,w2v15_WGU_SIM_rel,w2v15_WGU_SIM_un,w2v15_WG_SIM_rel,w2v15_WG_SIM_un
10,10,10,act,perform,frisk,0.275314122438,0.111028701067,0.147537872195,-0.0914455577731,0.547010302544,0.14235188067,0.145925924182,-0.0232958346605,0.440059656973,-0.106189813618,0.487209904509,0.137711104329,0.465682566166,0.236175343394,0.465682566166,0.236175343394
11,11,11,action,reaction,dip,0.102520771325,0.0552166886628,0.250626951456,0.0444774404168,0.328924298286,0.154342159629,0.22833815217,0.128596872091,0.61446492068,0.160077361047,0.490972736441,0.176070760952,0.596342980862,0.192437648773,0.596342980862,0.192437648773
12,12,12,active,hyper,disperse,-0.0159279704094,0.0372991375625,0.212788820267,0.193266898394,0.310517311096,0.219299927354,0.232226088643,0.158912107348,0.197099259273,0.122690245883,0.558770614255,0.0884762447336,0.285628169775,0.0348936840892,0.285628169775,0.0348936840892
13,13,13,actor,actress,coast,0.78046810627,0.0340772755444,0.894714832306,0.019839707762,0.904684484005,0.00659537082538,0.903684914112,0.00471806153655,0.858066636437,0.153850315102,0.75325087992,0.198696454203,0.925548315048,0.0926186367869,0.925548315048,0.0926186367869
14,14,14,actress,actor,four,0.78046810627,0.00959664396942,0.894714832306,0.0191117860377,0.904684484005,0.0137992817909,0.903684914112,0.00674060452729,0.858066636437,0.257424232226,0.75325087992,0.281260014168,0.925548315048,0.0248222146183,0.925548315048,0.0248222146183
15,15,15,add,sum,paradise,0.0911723747849,0.0770233795047,0.171118542552,-0.100175566971,0.184608757496,-0.0895942300558,0.186520501971,-0.114297635853,0.315315323023,0.0309408380045,0.480147936374,0.221129249552,0.265867054462,-0.00742921838537,0.265867054462,-0.00742921838537
16,16,16,addition,subtraction,instructions,-0.0263687651604,-0.0277103632689,0.012071011588,0.114664725959,0.12562482059,0.0585643127561,0.0130249951035,0.0829572230577,0.115787161128,0.4311772338,0.535298766706,0.394751970349,0.243213951588,0.38387671113,0.243213951588,0.38387671113
17,17,17,adjective,adverb,ego,0.709780931473,0.419905900955,0.784347712994,0.448901951313,0.882502913475,0.418838948011,0.870520114899,0.492333561182,0.800038330078,0.173788649812,0.804242560882,0.0502459970023,0.76960760355,0.573907256126,0.76960760355,0.573907256126
18,18,18,adolescent,puberty,adventurous,0.482768058777,0.106872431934,0.37608063221,0.0759525671601,0.471097826958,0.222623333335,0.334540039301,0.112005464733,0.44706204721,0.402388325067,0.124069452305,0.288243351482,0.740447700024,0.511796116829,0.740447700024,0.511796116829
19,19,19,adventure,explorer,wary,0.484090894461,0.144176959991,0.0969971492887,-0.0739842057228,0.379061251879,-0.0116725908592,0.15490527451,-0.0157201625407,0.351965091235,0.0954527137492,0.41444429168,0.13734853798,0.419855952263,0.199961721897,0.419855952263,0.199961721897
20,20,20,advice,suggest,no,0.118940673769,-0.0351725332439,0.0533965528011,0.0495250821114,0.0499991513789,0.102289356291,0.0954573228955,0.0260821469128,0.471536211956,0.501373318528,0.605836611431,0.326481088891,0.466546982527,0.367717295885,0.466546982527,0.367717295885
21,21,21,africa,continent,threat,0.542561709881,0.0441760420799,0.525137484074,0.141816541553,0.264945745468,0.00685087731108,0.52923822403,0.106688171625,0.783862634153,0.465424769085,0.590422331281,0.470797247035,0.603281617165,0.0887304842472,0.603281617165,0.0887304842472
22,22,22,after,before,celcius,0.710465192795,0.0695504024625,0.834100365639,0.0820678845048,0.849039137363,0.0591164305806,0.828389406204,0.0928440913558,0.924608608422,-0.225587814434,0.923431902225,0.0421248721849,0.832905113697,0.00547646684572,0.832905113697,0.00547646684572
