,w1,w2,SimRating,w2v_uk1,w2v_big,w2v_ukfull,gloveWG100,gloveTW100
0,love,sex,6.77,0.212044820189,0.222295060754,0.252139657736,0.553354456243,0.571203130636
1,tiger,cat,7.35,0.514119684696,0.650612592697,0.572387576103,0.541541905999,0.647488911185
2,tiger,tiger,10.0,1.0,1.0,0.999999940395,1.0,1.0
3,book,paper,7.46,0.467560321093,0.535237133503,0.491508454084,0.622587209191,0.691173043364
4,computer,keyboard,7.62,0.519887804985,0.555082142353,0.552854835987,0.541818988224,0.722268351683
5,computer,internet,7.58,0.492290765047,0.559633493423,0.513490796089,0.728677519287,0.63628191389
6,plane,car,5.77,0.418976098299,0.449726611376,0.447462826967,0.596141430594,0.631600545468
7,train,car,6.31,0.496280759573,0.530514121056,0.542276322842,0.682272199962,0.6561350742
8,telephone,communication,7.5,0.197888508439,0.292502909899,0.164438888431,0.632940262059,0.452032585368
9,television,radio,6.77,0.848456442356,0.881597578526,0.849301993847,0.815358052533,0.629637559545
10,media,radio,7.42,0.550589799881,0.643988251686,0.534368574619,0.658877083799,0.573358548765
11,drug,abuse,6.85,0.569371759892,0.561654508114,0.531988680363,0.58584067839,0.587873330957
12,bread,butter,6.19,0.887624740601,0.886770546436,0.862608194351,0.727961939412,0.803942609095
13,cucumber,potato,5.92,0.899550974369,0.88904774189,0.904499292374,0.629771174148,0.582312513953
14,doctor,nurse,7.0,0.669597744942,0.781410694122,0.68628513813,0.752150851101,0.56089690069
15,professor,doctor,6.62,0.235660925508,0.331378728151,0.247756525874,0.530182766246,0.489141285374
16,student,professor,6.81,0.201971560717,0.464145243168,0.213731005788,0.585186142549,0.535688571046
17,smart,student,4.62,0.130045205355,0.0531621873379,0.143040984869,0.35440053287,0.484118807988
18,smart,stupid,5.81,0.358682364225,0.505890190601,0.268031924963,0.595746871299,0.680695811818
19,company,stock,7.08,0.398400068283,0.438811868429,0.423274040222,0.637511095271,0.594685842573
20,stock,market,8.08,0.537676036358,0.584035813808,0.580018222332,0.799161062227,0.706580121849
21,stock,phone,1.62,0.174206361175,0.143655031919,0.153759106994,0.376022962216,0.373185716329
22,stock,cd,1.31,0.258239477873,0.202601492405,0.145000353456,0.190551887175,0.33897487531
23,stock,jaguar,0.92,0.192590251565,0.185204192996,0.270970970392,0.162780573079,0.18740770332
24,stock,egg,1.81,0.364455401897,0.370239973068,0.374441623688,0.177444581447,0.274570175885
25,fertility,egg,6.69,0.127314418554,0.237944751978,0.182362109423,0.385550944438,0.138913993517
26,stock,live,3.73,0.132827371359,0.0541764050722,0.046132273972,0.261489966031,0.303340881305
27,stock,life,0.92,0.0157375484705,0.112917393446,0.0831561684608,0.355447463269,0.336933447873
28,book,library,7.46,0.314949780703,0.298647195101,0.362342536449,0.56164362491,0.684326426126
29,bank,money,8.12,0.337708622217,0.421249657869,0.35756278038,0.571816327005,0.59306637501
30,wood,forest,7.73,0.392805606127,0.476525068283,0.433504641056,0.523612306373,0.574805971359
31,money,cash,9.15,0.772509753704,0.765923023224,0.783031225204,0.848483627881,0.841279093562
32,professor,cucumber,0.31,0.0544156171381,0.0799057930708,0.0211372431368,-0.0065899397978,0.0668076159777
33,king,cabbage,0.23,0.0656620338559,0.185015141964,0.0817048326135,0.0383549177614,0.186439579341
34,king,queen,8.58,0.743097484112,0.740100681782,0.736461341381,0.750769079362,0.707593440912
35,king,rook,5.92,0.372890502214,0.436052978039,0.35396245122,0.216847342294,0.239661861204
36,bishop,rabbi,6.69,0.478658050299,0.676837265491,0.53781992197,0.440165808822,0.343347311342
37,jerusalem,israel,8.46,0.730669379234,0.14412483573,0.741591691971,0.766927164257,0.697518795381
38,jerusalem,palestinian,7.65,0.391979008913,0.187854409218,0.43566134572,0.733113878477,0.673367857817
39,holy,sex,1.62,-0.00888187810779,0.0563193373382,0.0211104974151,0.302857255011,0.424211456201
40,fuck,sex,9.44,0.139777392149,0.122951611876,0.131523668766,0.143520569967,0.585261728843
41,maradona,football,8.62,0.478975176811,0.370695531368,0.469373315573,0.433353093117,0.264562007563
42,football,soccer,9.03,0.854833364487,0.921190321445,0.856753110886,0.873222072705,0.893798672495
43,football,basketball,6.81,0.873530745506,0.870007812977,0.868727207184,0.855563704729,0.854403654932
44,football,tennis,6.63,0.759207963943,0.729728519917,0.757602870464,0.588503058576,0.701911523272
45,tennis,racket,7.56,0.565953850746,0.531915783882,0.528461635113,0.421762356775,0.565483688831
46,arafat,peace,6.73,0.242639735341,,0.260679483414,0.578727120617,0.234207444611
47,arafat,terror,7.65,0.458657622337,,0.452076166868,0.435028253898,0.255446093698
48,arafat,jackson,2.5,0.174255236983,,0.300624668598,0.228630789804,0.249402167727
49,law,lawyer,8.38,0.347716867924,0.421871185303,0.425371497869,0.597450107535,0.695026426489
50,movie,star,7.38,0.493049860001,0.52894705534,0.526864647865,0.653130483446,0.694891280418
51,movie,popcorn,6.19,0.377377212048,0.42732784152,0.490712732077,0.373656368665,0.487658929651
52,movie,critic,6.73,0.434576064348,0.424771338701,0.380919456482,0.407228082539,0.317251855202
53,movie,theater,7.92,0.535664200783,0.552153944969,0.499404996634,0.669301302398,0.584473215125
54,physics,proton,8.12,0.36087346077,0.43451616168,0.430509924889,0.234522124988,0.162168441653
55,physics,chemistry,7.35,0.90348893404,0.86379635334,0.869566619396,0.849800047429,0.744021063583
56,space,chemistry,4.88,0.0877266824245,0.150259017944,0.11273303628,0.339544799514,0.283468082143
57,alcohol,chemistry,5.54,0.0883124098182,0.109264612198,0.12826320529,0.202053095637,0.2001356914
58,vodka,gin,8.46,0.851595938206,0.867832481861,0.848441958427,0.632644627079,0.588863311043
59,vodka,brandy,8.13,0.904922664165,0.932354271412,0.90481954813,0.674306234532,0.442183727806
60,drink,car,3.04,0.215633109212,0.160876095295,0.257873386145,0.337203759574,0.42675477514
61,drink,ear,1.31,0.04756815359,0.158505231142,0.00558186508715,0.135712675708,0.372603652219
62,drink,mouth,5.96,0.153044074774,0.285200625658,0.188233420253,0.374589161904,0.549323120141
63,drink,eat,6.87,0.732384562492,0.817424237728,0.727400362492,0.684938542094,0.725833835996
64,baby,mother,7.85,0.613282501698,0.639089524746,0.647499322891,0.696920590761,0.654187369203
65,drink,mother,2.65,0.0897425636649,0.179469898343,0.109946973622,0.336083914824,0.435084931559
66,car,automobile,8.94,0.684034883976,0.700258553028,0.662577867508,0.683194185555,0.467585208639
67,gem,jewel,8.96,0.568411529064,0.562968850136,0.577276289463,0.64154499011,0.581374046644
68,journey,voyage,9.29,0.604415118694,0.609908342361,0.555000305176,0.768299421264,0.521089641347
69,boy,lad,8.83,0.792784452438,0.865064501762,0.813110351562,0.39526765119,0.557645322316
70,coast,shore,9.1,0.738344550133,0.813876092434,0.792530119419,0.700027178543,0.498318621793
71,asylum,madhouse,8.87,0.00294180470519,0.0417449958622,0.00972249824554,-0.104345019439,0.3140069935
72,magician,wizard,9.02,0.391337752342,0.619208157063,0.483534276485,0.661820485404,0.597198073285
73,midday,noon,9.29,0.811385691166,0.810993909836,0.805050253868,0.785331242415,0.612690670168
74,furnace,stove,8.79,0.584619820118,0.597103178501,0.627881705761,0.632639363319,0.589632480197
